DATE	TIME	TEMP	RH	WINDSPD	WINDIR	GLOBAL	UVA	UVB	VISIBLE	RAIN	PRESS	MAXGUST	GUSTIME
dd/mm/yy	HH:MM:SS	oC	%	m/s	degrees	W/m2	W/m2	W/m2	micromol/m2s	mm	hPa	m/s	hhmm
---------------------------------------------------------------------------------------------
01/07/2014	00:00:00	12.3	54	2.9	271	-0.2	0.0	0.01	-1	0.0	987	4.0	2358
01/07/2014	00:05:00	12.2	55	2.7	276	-0.2	0.0	0.01	-1	0.0	987	3.7	0
01/07/2014	00:10:00	12.1	55	2.9	246	-0.2	0.0	0.01	-1	0.0	988	4.1	7
01/07/2014	00:15:00	11.9	56	3.0	228	-0.1	0.0	0.01	-1	0.0	988	5.6	11
01/07/2014	00:20:00	11.9	56	2.5	240	-0.1	0.0	0.01	-1	0.0	988	4.0	17
01/07/2014	00:25:00	12.0	56	2.1	267	-0.0	0.0	0.01	-1	0.0	988	3.5	22
01/07/2014	00:30:00	12.0	55	2.0	257	-0.0	0.0	0.01	-1	0.0	988	3.0	28
01/07/2014	00:35:00	12.0	55	2.3	252	-0.0	-0.0	0.01	-1	0.0	988	3.4	30
01/07/2014	00:40:00	12.1	55	2.7	271	-0.1	0.0	0.01	-1	0.0	988	4.1	37
01/07/2014	00:45:00	11.9	56	1.9	259	-0.1	0.0	0.01	-1	0.0	988	3.3	41
01/07/2014	00:50:00	11.8	56	2.4	268	-0.1	0.0	0.01	-1	0.0	988	3.7	46
01/07/2014	00:55:00	11.6	57	2.0	282	-0.2	0.0	0.01	-1	0.0	988	3.1	51
01/07/2014	01:00:00	11.4	58	1.9	283	-0.1	0.0	0.01	-1	0.0	988	2.8	58
01/07/2014	01:05:00	11.1	60	1.9	299	-0.1	0.0	0.01	-1	0.0	988	2.6	102
01/07/2014	01:10:00	10.5	62	1.9	290	-0.1	-0.0	0.01	-1	0.0	988	3.1	108
01/07/2014	01:15:00	10.6	61	2.1	289	-0.1	0.0	0.01	-1	0.0	988	3.3	113
01/07/2014	01:20:00	10.7	61	2.1	279	-0.0	0.0	0.01	-1	0.0	988	2.9	115
01/07/2014	01:25:00	10.8	60	2.2	276	0.0	-0.0	0.01	-1	0.0	988	3.4	124
01/07/2014	01:30:00	10.8	60	2.1	282	-0.2	0.0	0.01	-1	0.0	988	3.4	125
01/07/2014	01:35:00	10.7	61	1.7	287	-0.1	-0.0	0.01	-1	0.0	988	2.8	134
01/07/2014	01:40:00	10.5	61	2.2	279	-0.1	0.0	0.01	-1	0.0	988	3.5	140
01/07/2014	01:45:00	10.6	61	2.2	260	-0.0	0.0	0.01	-1	0.0	988	3.5	140
01/07/2014	01:50:00	10.8	61	2.6	250	-0.2	0.0	0.01	-1	0.0	988	4.6	149
01/07/2014	01:55:00	11.0	60	2.7	257	-0.1	-0.0	0.01	-1	0.0	988	4.7	153
01/07/2014	02:00:00	11.0	60	2.5	246	-0.1	0.0	0.01	-1	0.0	989	4.2	157
01/07/2014	02:05:00	11.0	60	2.8	260	-0.1	-0.0	0.01	-1	0.0	988	4.2	201
01/07/2014	02:10:00	10.8	61	2.3	259	-0.1	0.0	0.01	-1	0.0	989	3.7	208
01/07/2014	02:15:00	10.7	62	2.6	252	-0.1	-0.0	0.01	-1	0.0	989	4.8	215
01/07/2014	02:20:00	10.5	63	3.5	242	-0.1	0.0	0.01	-1	0.0	989	5.3	218
01/07/2014	02:25:00	10.4	64	3.4	237	-0.1	-0.0	0.01	-1	0.0	989	6.1	221
01/07/2014	02:30:00	10.3	64	3.8	248	-0.2	0.0	0.01	-1	0.0	989	8.1	225
01/07/2014	02:35:00	10.2	64	3.3	250	0.0	-0.0	0.01	-1	0.0	989	6.0	232
01/07/2014	02:40:00	10.2	65	3.3	235	-0.1	-0.0	0.01	-1	0.0	989	5.6	239
01/07/2014	02:45:00	10.1	65	3.3	235	-0.2	0.0	0.01	-1	0.0	989	7.1	241
01/07/2014	02:50:00	10.1	65	2.4	243	-0.2	0.0	0.01	-1	0.0	989	3.9	247
01/07/2014	02:55:00	10.0	66	2.2	247	-0.1	0.0	0.01	-0	0.0	989	3.4	251
01/07/2014	03:00:00	10.0	66	2.9	246	-0.1	-0.0	0.01	-0	0.0	989	4.6	258
01/07/2014	03:05:00	9.9	66	2.3	254	0.1	0.0	0.01	-1	0.0	989	3.6	303
01/07/2014	03:10:00	9.9	67	1.8	249	0.0	0.0	0.01	-1	0.0	990	3.7	307
01/07/2014	03:15:00	9.8	67	1.8	225	-0.1	-0.0	0.01	-1	0.0	990	3.7	311
01/07/2014	03:20:00	9.7	67	1.5	243	0.1	0.0	0.01	-1	0.0	990	2.4	317
01/07/2014	03:25:00	9.6	68	2.1	230	-0.0	-0.0	0.01	-1	0.0	990	4.7	325
01/07/2014	03:30:00	9.5	69	3.3	223	0.1	-0.0	0.01	-1	0.0	990	4.4	325
01/07/2014	03:35:00	9.3	70	2.5	233	0.1	-0.0	0.01	-1	0.0	989	4.4	330
01/07/2014	03:40:00	9.3	70	1.5	260	-0.0	-0.0	0.01	-1	0.0	989	2.4	337
01/07/2014	03:45:00	9.2	71	1.9	255	-0.1	0.0	0.01	-1	0.0	989	3.1	340
01/07/2014	03:50:00	9.1	71	1.9	280	0.1	0.0	0.01	-1	0.0	989	2.5	345
01/07/2014	03:55:00	8.9	72	1.8	290	-0.1	-0.0	0.01	-1	0.0	989	2.4	353
01/07/2014	04:00:00	8.8	72	1.4	304	-0.0	0.0	0.01	-1	0.0	989	1.9	358
01/07/2014	04:05:00	8.8	73	1.3	277	-0.1	-0.0	0.01	-1	0.0	989	1.6	401
01/07/2014	04:10:00	8.7	73	1.2	315	-0.1	0.0	0.01	-1	0.0	989	1.5	409
01/07/2014	04:15:00	8.5	74	1.6	315	-0.1	0.0	0.01	-1	0.0	989	1.9	410
01/07/2014	04:20:00	8.4	74	1.3	309	-0.1	-0.0	0.01	-0	0.0	989	1.8	416
01/07/2014	04:25:00	8.4	75	1.5	319	-0.1	-0.0	0.01	-1	0.0	989	2.3	424
01/07/2014	04:30:00	8.0	76	1.8	323	0.0	0.0	0.01	-1	0.0	989	2.2	425
01/07/2014	04:35:00	8.0	76	2.6	315	-0.1	-0.0	0.01	-1	0.0	989	3.3	433
01/07/2014	04:40:00	8.1	75	2.8	311	-0.0	-0.0	0.01	-0	0.0	989	3.4	435
01/07/2014	04:45:00	8.1	75	2.5	316	0.0	-0.0	0.01	-1	0.0	989	3.1	444
01/07/2014	04:50:00	8.0	75	2.7	311	-0.1	-0.0	0.01	-1	0.0	989	3.4	448
01/07/2014	04:55:00	7.8	75	2.8	315	-0.1	-0.0	0.01	-1	0.0	989	3.8	452
01/07/2014	05:00:00	7.8	75	2.4	312	-0.1	-0.0	0.01	-1	0.0	989	3.1	456
01/07/2014	05:05:00	7.8	75	2.7	305	0.1	-0.0	0.01	-1	0.0	989	3.3	502
01/07/2014	05:10:00	7.8	75	2.0	298	0.0	-0.0	0.01	-1	0.0	989	2.8	508
01/07/2014	05:15:00	7.7	75	2.1	297	0.0	-0.0	0.01	-1	0.0	989	3.0	515
01/07/2014	05:20:00	7.8	75	2.3	309	-0.2	-0.0	0.01	-0	0.0	989	3.0	516
01/07/2014	05:25:00	7.8	74	1.9	316	0.1	-0.0	0.01	-1	0.0	989	2.7	520
01/07/2014	05:30:00	7.3	76	1.9	326	-0.2	-0.0	0.01	-0	0.0	989	2.6	529
01/07/2014	05:35:00	6.7	79	2.0	318	-0.1	-0.0	0.01	-0	0.0	989	2.8	534
01/07/2014	05:40:00	7.4	78	2.7	317	-0.1	-0.0	0.01	-0	0.0	989	2.9	537
01/07/2014	05:45:00	7.7	76	2.4	316	-0.0	-0.0	0.01	-0	0.0	989	2.8	544
01/07/2014	05:50:00	7.6	76	2.1	315	-0.0	-0.0	0.01	-1	0.0	989	2.7	545
01/07/2014	05:55:00	7.2	75	0.9	339	-0.1	-0.0	0.01	-1	0.0	989	1.9	550
01/07/2014	06:00:00	6.2	79	0.9	338	-0.1	-0.0	0.01	-0	0.0	989	1.3	556
01/07/2014	06:05:00	5.8	81	0.8	21	0.0	-0.0	0.01	0	0.0	989	1.2	601
01/07/2014	06:10:00	5.5	83	1.0	54	0.1	-0.0	0.01	-1	0.0	989	1.3	608
01/07/2014	06:15:00	5.3	84	1.4	33	-0.1	-0.0	0.01	-1	0.0	989	1.8	612
01/07/2014	06:20:00	5.2	85	0.9	13	0.0	-0.0	0.01	-0	0.0	989	1.4	616
01/07/2014	06:25:00	4.8	86	1.1	354	-0.0	-0.0	0.01	-1	0.0	989	1.3	623
01/07/2014	06:30:00	4.6	87	1.2	355	-0.0	-0.0	0.01	-1	0.0	989	1.9	629
01/07/2014	06:35:00	4.5	88	2.1	12	0.1	-0.0	0.01	-1	0.0	989	2.3	632
01/07/2014	06:40:00	4.5	88	2.2	12	0.2	-0.0	0.01	-1	0.0	989	2.7	637
01/07/2014	06:45:00	4.4	88	2.2	3	0.1	-0.0	0.01	-1	0.0	989	2.9	644
01/07/2014	06:50:00	4.1	88	2.0	359	0.1	-0.0	0.01	-1	0.0	989	2.8	645
01/07/2014	06:55:00	4.6	89	2.4	9	0.0	-0.0	0.01	-1	0.0	989	3.1	654
01/07/2014	07:00:00	4.6	87	2.7	9	0.0	-0.0	0.01	-1	0.0	989	3.3	700
01/07/2014	07:05:00	4.3	88	2.6	3	0.1	-0.0	0.01	-1	0.0	989	3.4	701
01/07/2014	07:10:00	4.6	88	1.8	360	0.1	-0.0	0.01	-1	0.0	989	2.3	707
01/07/2014	07:15:00	4.3	87	1.7	351	0.0	-0.0	0.01	-1	0.0	989	2.1	714
01/07/2014	07:20:00	4.4	88	1.8	358	0.1	-0.0	0.01	-1	0.0	989	2.2	717
01/07/2014	07:25:00	4.4	87	1.9	358	0.1	-0.0	0.01	-1	0.0	989	2.5	721
01/07/2014	07:30:00	4.3	88	2.0	1	0.1	-0.0	0.01	-1	0.0	989	2.7	725
01/07/2014	07:35:00	4.0	87	2.4	359	0.1	-0.0	0.01	-1	0.0	989	3.0	731
01/07/2014	07:40:00	3.6	88	3.1	5	0.1	-0.0	0.01	-1	0.0	989	3.8	737
01/07/2014	07:45:00	3.5	89	3.6	6	0.2	-0.0	0.01	-1	0.0	989	4.5	745
01/07/2014	07:50:00	4.0	89	3.3	3	0.3	-0.0	0.01	-1	0.0	989	4.8	745
01/07/2014	07:55:00	4.1	87	1.9	5	0.5	0.0	0.01	-1	0.0	989	2.3	751
01/07/2014	08:00:00	4.0	87	2.0	5	0.5	0.0	0.01	-1	0.0	989	2.5	758
01/07/2014	08:05:00	3.9	87	1.0	352	0.5	0.0	0.01	-0	0.0	989	2.0	800
01/07/2014	08:10:00	3.6	87	2.6	5	0.7	0.0	0.01	1	0.0	989	3.2	809
01/07/2014	08:15:00	3.3	89	2.9	357	1.9	0.1	0.01	2	0.0	989	3.5	811
01/07/2014	08:20:00	3.5	89	3.5	7	3.1	0.1	0.01	5	0.0	989	4.3	818
01/07/2014	08:25:00	3.6	88	2.8	16	4.9	0.2	0.01	8	0.0	989	3.4	821
01/07/2014	08:30:00	3.6	87	3.1	18	6.2	0.3	0.02	12	0.0	989	3.8	827
01/07/2014	08:35:00	3.7	87	1.4	18	7.2	0.3	0.02	16	0.0	989	3.0	830
01/07/2014	08:40:00	3.8	86	1.7	346	8.6	0.4	0.02	21	0.0	989	2.8	838
01/07/2014	08:45:00	3.4	87	1.5	355	10.1	0.5	0.02	26	0.0	989	2.2	842
01/07/2014	08:50:00	3.3	88	1.1	0	19.4	0.6	0.03	37	0.0	989	1.9	847
01/07/2014	08:55:00	3.5	88	1.4	40	43.3	0.8	0.03	59	0.0	989	2.7	854
01/07/2014	09:00:00	3.5	87	1.9	24	54.1	0.9	0.04	73	0.0	989	2.6	856
01/07/2014	09:05:00	3.2	87	1.6	339	65.1	1.1	0.04	88	0.0	989	2.4	900
01/07/2014	09:10:00	3.5	88	1.5	314	76.6	1.2	0.05	104	0.0	989	2.8	905
01/07/2014	09:15:00	4.0	86	1.3	1	88.9	1.4	0.05	120	0.0	989	2.3	910
01/07/2014	09:20:00	3.9	84	2.4	12	101.6	1.5	0.06	136	0.0	989	2.9	918
01/07/2014	09:25:00	3.7	84	1.6	357	112.8	1.7	0.07	150	0.0	989	2.2	925
01/07/2014	09:30:00	3.7	85	2.3	5	123.1	1.9	0.07	165	0.0	989	3.0	930
01/07/2014	09:35:00	3.8	85	2.3	6	132.2	2.1	0.08	180	0.0	989	3.1	934
01/07/2014	09:40:00	4.1	85	2.8	15	141.1	2.3	0.09	195	0.0	989	3.2	936
01/07/2014	09:45:00	4.4	84	2.3	18	150.0	2.4	0.09	210	0.0	989	2.9	940
01/07/2014	09:50:00	4.8	83	2.3	18	158.9	2.6	0.10	225	0.0	989	2.8	947
01/07/2014	09:55:00	5.3	81	1.8	7	167.0	2.8	0.11	239	0.0	989	2.5	951
01/07/2014	10:00:00	6.0	78	1.2	343	175.7	3.0	0.12	253	0.0	989	1.6	955
01/07/2014	10:05:00	6.4	77	0.8	354	184.4	3.2	0.13	268	0.0	989	1.4	1000
01/07/2014	10:10:00	6.7	74	0.9	341	193.2	3.4	0.14	283	0.0	989	1.5	1005
01/07/2014	10:15:00	7.0	74	1.1	17	201.7	3.5	0.14	298	0.0	989	1.5	1011
01/07/2014	10:20:00	7.2	74	1.2	21	209.9	3.7	0.15	313	0.0	989	1.6	1020
01/07/2014	10:25:00	7.1	73	1.5	12	217.8	3.9	0.16	327	0.0	989	2.0	1022
01/07/2014	10:30:00	7.1	73	1.2	15	226.1	4.1	0.17	340	0.0	989	1.6	1028
01/07/2014	10:35:00	7.5	72	1.0	24	233.9	4.3	0.18	353	0.0	989	1.4	1031
01/07/2014	10:40:00	8.4	71	0.7	84	241.4	4.4	0.19	364	0.0	989	1.1	1038
01/07/2014	10:45:00	8.9	68	0.5	71	255.1	4.6	0.19	384	0.0	989	1.0	1040
01/07/2014	10:50:00	9.3	66	0.5	94	199.4	4.4	0.20	316	0.0	988	0.8	1049
01/07/2014	10:55:00	8.8	67	0.4	211	119.1	4.1	0.19	211	0.0	988	0.6	1052
01/07/2014	11:00:00	8.7	67	0.5	138	122.5	4.2	0.20	216	0.0	988	1.1	1059
01/07/2014	11:05:00	8.7	67	0.6	204	213.5	4.8	0.22	338	0.0	988	1.0	1102
01/07/2014	11:10:00	8.6	68	0.7	229	165.4	4.5	0.21	271	0.0	988	1.3	1108
01/07/2014	11:15:00	8.5	72	0.7	256	170.3	4.5	0.21	276	0.0	988	1.3	1111
01/07/2014	11:20:00	8.6	73	0.6	189	145.2	4.2	0.20	238	0.0	988	1.2	1117
01/07/2014	11:25:00	8.6	74	1.3	216	122.1	3.9	0.19	203	0.0	988	1.9	1123
01/07/2014	11:30:00	8.3	77	1.0	234	124.4	3.8	0.19	203	0.0	988	1.9	1125
01/07/2014	11:35:00	8.4	77	0.5	241	121.3	3.6	0.18	195	0.0	988	1.2	1133
01/07/2014	11:40:00	8.4	77	0.9	223	121.3	3.5	0.17	193	0.0	988	1.4	1137
01/07/2014	11:45:00	8.6	77	0.8	108	120.4	3.5	0.17	191	0.0	988	1.4	1142
01/07/2014	11:50:00	8.7	76	0.7	257	125.1	3.7	0.19	199	0.0	988	1.8	1148
01/07/2014	11:55:00	8.8	76	0.7	154	117.5	3.6	0.18	187	0.0	988	1.2	1150
01/07/2014	12:00:00	8.8	76	1.0	155	102.9	3.1	0.16	163	0.0	988	1.9	1155
01/07/2014	12:05:00	8.9	75	0.5	188	102.1	3.1	0.16	161	0.0	988	0.8	1202
01/07/2014	12:10:00	9.0	74	0.4	96	105.4	3.1	0.16	165	0.0	988	0.6	1206
01/07/2014	12:15:00	9.1	73	0.6	196	100.1	2.9	0.15	156	0.0	988	1.1	1212
01/07/2014	12:20:00	8.9	73	0.7	154	86.3	2.6	0.14	135	0.0	988	1.5	1219
01/07/2014	12:25:00	8.9	74	1.2	130	71.7	2.2	0.12	112	0.0	988	1.6	1220
01/07/2014	12:30:00	8.9	75	0.9	114	67.1	2.0	0.11	105	0.0	988	1.4	1225
01/07/2014	12:35:00	9.0	75	0.6	137	73.9	2.1	0.11	115	0.0	988	1.4	1230
01/07/2014	12:40:00	9.0	75	1.1	156	68.6	2.0	0.10	106	0.0	988	1.8	1239
01/07/2014	12:45:00	8.8	75	1.4	181	60.1	2.0	0.11	94	0.0	988	1.7	1244
01/07/2014	12:50:00	8.7	76	1.6	167	69.2	2.4	0.13	110	0.0	988	2.2	1249
01/07/2014	12:55:00	8.7	76	1.7	198	83.8	2.6	0.14	131	0.0	988	3.1	1254
01/07/2014	13:00:00	8.8	75	2.1	210	97.2	3.0	0.15	152	0.0	988	4.1	1259
01/07/2014	13:05:00	8.9	75	2.2	224	114.8	3.4	0.17	179	0.0	988	3.7	1302
01/07/2014	13:10:00	8.9	75	2.2	200	139.4	4.0	0.20	219	0.0	988	3.0	1309
01/07/2014	13:15:00	8.8	76	2.5	216	151.1	4.4	0.22	239	0.0	988	3.4	1312
01/07/2014	13:20:00	8.8	76	1.9	203	151.3	4.4	0.22	240	0.0	988	2.6	1315
01/07/2014	13:25:00	8.9	76	1.8	190	142.8	4.3	0.21	227	0.0	988	2.4	1323
01/07/2014	13:30:00	8.8	76	1.9	200	140.9	4.2	0.21	224	0.0	988	2.4	1328
01/07/2014	13:35:00	8.8	76	2.3	219	132.9	4.0	0.20	211	0.0	988	4.0	1333
01/07/2014	13:40:00	9.0	76	1.3	214	115.3	3.5	0.18	183	0.0	988	3.0	1339
01/07/2014	13:45:00	9.1	74	1.9	223	123.5	3.5	0.17	192	0.0	988	3.3	1344
01/07/2014	13:50:00	9.0	73	1.9	221	159.8	3.9	0.19	244	0.0	987	2.8	1348
01/07/2014	13:55:00	9.2	72	1.0	206	154.6	4.0	0.19	238	0.0	987	2.0	1354
01/07/2014	14:00:00	9.2	68	2.0	195	119.4	3.6	0.17	189	0.0	987	3.2	1357
01/07/2014	14:05:00	9.1	63	2.2	220	109.4	3.3	0.16	174	0.0	987	3.3	1403
01/07/2014	14:10:00	9.1	62	2.9	203	104.9	3.4	0.17	169	0.0	987	4.8	1409
01/07/2014	14:15:00	9.0	61	2.7	195	104.5	3.6	0.17	170	0.0	987	4.1	1410
01/07/2014	14:20:00	9.0	59	2.9	207	129.9	3.8	0.18	205	0.0	987	4.5	1417
01/07/2014	14:25:00	9.2	59	2.2	224	148.3	3.8	0.18	229	0.0	987	3.7	1425
01/07/2014	14:30:00	8.9	60	3.3	219	120.4	3.6	0.17	192	0.0	987	4.0	1426
01/07/2014	14:35:00	8.8	62	3.1	214	76.2	3.1	0.15	130	0.0	987	3.9	1432
01/07/2014	14:40:00	8.8	62	2.1	215	66.8	2.9	0.14	115	0.0	987	3.4	1438
01/07/2014	14:45:00	8.8	63	2.2	220	88.1	3.0	0.14	143	0.0	987	3.2	1441
01/07/2014	14:50:00	8.9	63	1.1	197	107.0	3.1	0.14	168	0.0	987	2.3	1449
01/07/2014	14:55:00	9.1	62	1.8	203	115.3	3.1	0.14	178	0.0	987	3.2	1453
01/07/2014	15:00:00	9.0	62	1.8	222	121.0	3.1	0.13	186	0.0	987	2.6	1459
01/07/2014	15:05:00	8.9	62	2.3	217	122.6	3.1	0.13	188	0.0	987	3.0	1500
01/07/2014	15:10:00	8.9	62	2.4	223	101.3	2.8	0.12	159	0.0	986	3.2	1507
01/07/2014	15:15:00	8.8	62	1.6	232	93.4	2.7	0.12	147	0.0	986	3.0	1514
01/07/2014	15:20:00	8.8	62	2.4	221	80.6	2.5	0.11	129	0.0	986	4.0	1519
01/07/2014	15:25:00	8.7	61	2.4	225	77.0	2.3	0.10	122	0.0	987	3.9	1520
01/07/2014	15:30:00	8.7	62	1.5	227	79.6	2.3	0.09	124	0.0	987	2.9	1527
01/07/2014	15:35:00	8.7	63	2.0	232	63.3	1.9	0.08	100	0.0	987	3.4	1532
01/07/2014	15:40:00	8.5	64	1.5	222	55.4	1.7	0.07	88	0.0	987	3.3	1535
01/07/2014	15:45:00	8.6	64	1.5	217	54.1	1.6	0.07	84	0.0	987	2.7	1545
01/07/2014	15:50:00	8.5	64	1.4	252	43.9	1.3	0.06	68	0.0	987	2.6	1545
01/07/2014	15:55:00	8.7	64	1.4	248	33.9	1.1	0.05	53	0.0	987	2.1	1552
01/07/2014	16:00:00	8.6	64	1.7	268	29.3	0.9	0.04	44	0.0	987	2.6	1558
01/07/2014	16:05:00	8.6	64	1.4	254	25.4	0.7	0.03	37	0.0	987	2.1	1601
01/07/2014	16:10:00	8.6	64	1.3	264	20.4	0.6	0.03	29	0.0	987	2.4	1609
01/07/2014	16:15:00	8.6	65	1.9	258	15.3	0.5	0.03	22	0.0	987	3.6	1613
01/07/2014	16:20:00	8.4	67	1.8	279	12.4	0.5	0.02	18	0.0	987	3.1	1615
01/07/2014	16:25:00	8.3	68	1.7	287	10.0	0.4	0.02	16	0.0	987	3.0	1623
01/07/2014	16:30:00	8.3	69	1.8	303	9.0	0.4	0.02	14	0.0	987	2.8	1629
01/07/2014	16:35:00	8.2	69	2.0	318	7.8	0.3	0.02	12	0.0	987	3.0	1632
01/07/2014	16:40:00	8.1	69	1.4	294	6.5	0.3	0.02	9	0.0	987	3.1	1635
01/07/2014	16:45:00	8.1	70	1.4	321	4.6	0.2	0.02	6	0.0	987	2.1	1641
01/07/2014	16:50:00	7.9	70	1.4	318	3.9	0.1	0.01	4	0.0	987	2.0	1649
01/07/2014	16:55:00	7.9	70	1.0	321	2.9	0.1	0.01	3	0.0	987	2.2	1650
01/07/2014	17:00:00	7.9	70	0.5	13	1.9	0.1	0.01	2	0.0	987	0.8	1656
01/07/2014	17:05:00	7.9	70	0.6	242	0.9	0.0	0.01	1	0.0	987	1.2	1700
01/07/2014	17:10:00	8.0	70	0.7	112	0.5	0.0	0.01	0	0.0	987	1.2	1706
01/07/2014	17:15:00	8.1	70	1.1	35	0.5	0.0	0.01	0	0.0	987	1.4	1711
01/07/2014	17:20:00	7.8	71	1.2	29	0.5	0.0	0.01	-0	0.0	986	1.4	1720
01/07/2014	17:25:00	7.6	72	1.2	31	0.5	-0.0	0.01	-1	0.0	986	1.5	1720
01/07/2014	17:30:00	7.5	72	0.4	87	0.2	-0.0	0.01	-1	0.0	987	0.9	1725
01/07/2014	17:35:00	7.7	72	0.5	127	0.1	0.0	0.01	-1	0.0	986	0.9	1732
01/07/2014	17:40:00	7.7	72	0.5	96	0.1	0.0	0.01	-1	0.0	986	0.7	1736
01/07/2014	17:45:00	7.6	72	0.5	305	0.2	-0.0	0.01	-1	0.0	986	0.9	1740
01/07/2014	17:50:00	7.6	72	0.5	269	0.1	-0.0	0.01	-1	0.0	986	1.1	1750
01/07/2014	17:55:00	7.7	71	1.0	123	0.1	-0.0	0.01	-1	0.0	986	1.7	1755
01/07/2014	18:00:00	7.6	72	1.6	141	0.1	-0.0	0.01	-1	0.0	986	2.0	1758
01/07/2014	18:05:00	7.5	73	2.2	132	0.1	-0.0	0.01	-1	0.0	986	2.7	1801
01/07/2014	18:10:00	7.5	72	1.0	104	0.0	-0.0	0.01	-1	0.0	986	1.9	1805
01/07/2014	18:15:00	7.5	73	1.1	313	0.0	-0.0	0.01	-1	0.0	986	1.5	1813
01/07/2014	18:20:00	7.4	74	0.4	12	0.1	-0.0	0.01	-1	0.0	986	0.8	1815
01/07/2014	18:25:00	7.3	75	0.7	351	0.1	-0.0	0.01	-1	0.0	986	0.9	1824
01/07/2014	18:30:00	7.1	76	0.6	25	-0.1	-0.0	0.01	-1	0.0	986	0.9	1825
01/07/2014	18:35:00	7.1	76	1.2	347	0.1	-0.0	0.01	-1	0.0	986	1.8	1835
01/07/2014	18:40:00	6.8	77	1.2	338	-0.0	-0.0	0.01	-1	0.0	986	1.8	1835
01/07/2014	18:45:00	6.7	78	1.1	4	0.1	-0.0	0.01	-1	0.0	986	1.5	1844
01/07/2014	18:50:00	6.5	80	1.1	13	-0.0	-0.0	0.01	-1	0.0	986	1.5	1849
01/07/2014	18:55:00	6.4	80	1.5	8	0.1	-0.0	0.01	-1	0.0	986	2.1	1853
01/07/2014	19:00:00	6.3	81	1.3	350	-0.0	0.0	0.01	-1	0.0	986	1.9	1855
01/07/2014	19:05:00	6.3	81	1.3	330	-0.1	-0.0	0.01	-1	0.0	986	2.1	1904
01/07/2014	19:10:00	6.2	80	1.9	350	-0.1	-0.0	0.01	-1	0.0	986	2.2	1908
01/07/2014	19:15:00	6.3	79	1.4	360	-0.1	0.0	0.01	-1	0.0	986	1.8	1910
01/07/2014	19:20:00	6.4	79	1.1	13	-0.1	-0.0	0.01	-1	0.0	986	1.6	1920
01/07/2014	19:25:00	6.1	80	1.7	19	-0.0	0.0	0.01	-1	0.0	986	2.2	1923
01/07/2014	19:30:00	6.0	81	2.0	8	-0.0	-0.0	0.01	-1	0.0	986	2.6	1928
01/07/2014	19:35:00	5.8	81	1.6	352	0.0	-0.0	0.01	-1	0.0	986	2.0	1930
01/07/2014	19:40:00	5.7	82	1.7	340	0.2	-0.0	0.01	-1	0.0	986	2.0	1939
01/07/2014	19:45:00	5.7	82	1.2	350	0.1	-0.0	0.01	-1	0.0	986	1.6	1940
01/07/2014	19:50:00	5.7	82	1.1	346	-0.1	-0.0	0.01	-1	0.0	986	1.3	1945
01/07/2014	19:55:00	5.9	81	1.0	348	0.1	-0.0	0.01	-1	0.0	986	1.2	1951
01/07/2014	20:00:00	5.8	82	1.0	4	0.1	-0.0	0.01	-1	0.0	986	1.2	1959
01/07/2014	20:05:00	5.6	83	1.0	11	-0.1	-0.0	0.01	-1	0.0	986	1.4	2000
01/07/2014	20:10:00	5.4	84	1.0	6	0.1	-0.0	0.01	-1	0.0	986	1.4	2009
01/07/2014	20:15:00	5.3	84	0.9	10	0.0	-0.0	0.01	-1	0.0	986	1.3	2010
01/07/2014	20:20:00	5.3	84	1.2	22	0.0	-0.0	0.01	-1	0.0	986	1.8	2019
01/07/2014	20:25:00	5.3	84	1.7	11	-0.1	-0.0	0.01	-1	0.0	986	2.0	2025
01/07/2014	20:30:00	5.2	84	1.4	7	-0.0	-0.0	0.01	-1	0.0	986	1.9	2025
01/07/2014	20:35:00	5.2	84	1.7	5	0.1	-0.0	0.01	-1	0.0	986	2.3	2034
01/07/2014	20:40:00	5.2	84	2.2	3	0.1	-0.0	0.01	-1	0.0	986	2.8	2035
01/07/2014	20:45:00	5.3	84	1.0	356	0.0	0.0	0.01	-0	0.0	986	1.4	2040
01/07/2014	20:50:00	5.5	83	1.1	8	0.1	-0.0	0.01	-1	0.0	986	1.4	2047
01/07/2014	20:55:00	5.5	82	1.4	10	0.0	-0.0	0.01	-1	0.0	986	2.1	2054
01/07/2014	21:00:00	5.5	82	1.2	359	0.0	-0.0	0.01	-1	0.0	986	2.1	2100
01/07/2014	21:05:00	5.6	82	0.9	332	0.1	-0.0	0.01	-1	0.0	986	2.0	2100
01/07/2014	21:10:00	6.2	78	2.1	251	0.1	-0.0	0.01	-1	0.0	986	4.4	2108
01/07/2014	21:15:00	6.8	72	2.7	246	0.1	-0.0	0.01	-1	0.0	986	4.3	2115
01/07/2014	21:20:00	6.9	70	2.7	276	0.0	-0.0	0.01	-1	0.0	986	4.4	2119
01/07/2014	21:25:00	6.8	71	2.9	276	-0.0	-0.0	0.01	-0	0.0	986	5.2	2121
01/07/2014	21:30:00	6.7	72	3.0	283	0.0	-0.0	0.01	-1	0.0	987	4.5	2130
01/07/2014	21:35:00	6.4	73	3.6	265	0.0	-0.0	0.01	-0	0.0	987	5.6	2132
01/07/2014	21:40:00	6.2	74	3.4	279	-0.1	-0.0	0.01	-1	0.0	987	5.1	2137
